"","ActiveScreener.Id","Time.of.Screening","Title","Authors","Question","List.of.Reviewers","answers"
"8899","7361903","05/13/2021 00:01:58","Sedimentation rate of settleable particulate matter in Santiago city, Chile","Morales-Casa, V., Barraza, F., Collante, E.  et al.","09 spatial scale","Manzano, Carlos","Local"
"8900","7361902","05/13/2021 23:57:24","Landfill fire and airborne aerosols in a large city: lessons learned and future needs","Morales, R. G. E., Toro A., R., Morales, L.  et al.","09 spatial scale","Manzano, Carlos","Local"
"8901","7361901","06/19/2021 22:45:57","A semi-empirical method of PM-10 atmospheric pollution forecast at Santiago de Chile city","Morales, R. G. E., Llanos, A., Merino, M.  et al.","09 spatial scale","Manzano, Carlos","Local"
"8902","7361900","06/03/2021 11:41:34","Annual evolution of fine particulate matter in Santiago-Chile and maximum pressure location","Morales, L., Vignolo, J., Pacheco, P. ","09 spatial scale","Sanchez, Luis","Local"
"8903","7361899","06/19/2021 18:13:58","Major components of aerosols emitted by the Lonquimay volcano, Chile","Morales, J. R., Dinator, M. I., Llona, F.  et al.","09 spatial scale","Manzano, Carlos","Local"
"8904","7361898","06/02/2021 00:26:19","Too polluted to work? The gendered correlates of air pollution on hours worked","Montt, G. ","09 spatial scale","Toro, Richard","Regional"
"8905","7361897","06/10/2021 21:20:54","Simple air quality model for a plane source","Montecinos, S. ","09 spatial scale","Manzano, Carlos","Local"
"8906","7361896","06/19/2021 22:52:29","Development of a detailed microphysics cirrus model tracking aerosol particles' histories for interpretation of the recent INCA campaign","Monier, M., Wobrock, W., Gayet, J. F.  et al.","09 spatial scale","Manzano, Carlos","Global"
"8907","7361895","07/14/2021 12:01:59","Thermal comfort assessment for 10 public buildings in chile during the winter season","Molina, C., Veas, L. ","09 spatial scale","Manzano, Carlos","Regional"
"8908","7361894","05/12/2021 02:08:45","Particulate matter in urban areas of south-central Chile exceeds air quality standards","Molina, C., Toro A., R., Morales, R. G. E.  et al.","09 spatial scale","Manzano, Carlos","Regional"
"8909","7361893","05/20/2021 00:58:30","A data analysis of the Chilean housing stock and the development of modelling archetypes","Molina, C., Kent, M., Hall, I.  et al.","09 spatial scale","Sanchez, Luis","Regional"
"8910","7361892","05/25/2021 18:15:38","CHAARM: A model to predict uncertainties in indoor pollutant concentrations, ventilation and infiltration rates, and associated energy demand in Chilean houses","Molina, C., Jones, B., Hall, I. P.  et al.","09 spatial scale","Sanchez, Luis","Regional"
"8911","7361891","05/11/2021 18:52:09","Dithiothreitol-based oxidative potential for airborne particulate matter: an estimation of the associated uncertainty","Molina, C., Andrade, C., Manzano, C. A.  et al.","09 spatial scale","Sanchez, Luis","Micro-scale"
"8912","7361890","05/24/2021 17:58:10","A dynamic multiple equation approach for forecasting PM2.5 pollution in Santiago, Chile","Moisan, S., Herrera, R., Clements, A. ","09 spatial scale","Manzano, Carlos","Local"
"8913","7361889","05/12/2021 18:13:14","Trace element contents in fine particulate matter (PM2.5) in urban school microenvironments near a contaminated beach with mine tailings, Chañaral, Chile","Mesías Monsalve, S., Martínez, L., Yohannessen Vásquez, K.  et al.","09 spatial scale","Manzano, Carlos","Micro-scale"
"8914","7361888","05/14/2021 02:28:48","Valuation of Air Quality in Chile: The Life Satisfaction Approach","Mendoza, Y., Loyola, R., Aguilar, A.  et al.","09 spatial scale","Toro, Richard","Regional"
"8915","7361887","05/21/2021 00:29:14","Increasing trends (2001–2018) in photochemical activity and secondary aerosols in Santiago, Chile","Menares, C., Gallardo, L., Kanakidou, M.  et al.","09 spatial scale","Toro, Richard","Regional"
"8916","7361886","06/10/2021 21:08:32","Gas and aerosol emissions from Lascar volcano (Northern Chile): Insights into the origin of gases and their links with the volcanic activity","Menard, G., Moune, S., Vlastelic, I.  et al.","09 spatial scale","Manzano, Carlos","Regional"
"8917","7361885","06/10/2021 00:32:11","Regional climate feedbacks in Central Chile and their effect on air quality episodes and meteorology","Mena-Carrasco, M., Saide, P., Delgado, R.  et al.","09 spatial scale","Sanchez, Luis","Regional"
"8918","7361884","04/26/2021 17:39:24","Estimating the health benefits from natural gas use in transport and heating in Santiago, Chile","Mena-Carrasco, M., Oliva, E., Saide, P.  et al.","09 spatial scale","Manzano, Carlos","Local"
"8919","7361883","05/13/2021 13:30:02","Integrating Qualitative and Quantitative Methods in Participatory Modeling to Elicit Behavioral Drivers in Environmental Dilemmas: the Case of Air Pollution in Talca, Chile","Meinherz, F., Videira, N. ","09 spatial scale","Sanchez, Luis","Local"
"8920","7361882","05/28/2021 00:13:55","International study of temperature, heat and urban mortality: The 'ISOTHURM' project","McMichael, A. J., Wilkinson, P., Kovats, R. S.  et al.","09 spatial scale","Sanchez, Luis","Global"
"8921","7361881","06/02/2021 21:22:49","An operational method for forecasting total column ozone for Punta Arenas, Chile","McMahon, R. M., Aguilar, R., Valderrama, V.  et al.","09 spatial scale","Manzano, Carlos","Local"
"8922","7361880","04/30/2021 00:49:38","Impact of residential combustion and transport emissions on air pollution in Santiago during winter","Mazzeo, A., Huneeus, N., Ordoñez, C.  et al.","09 spatial scale","Manzano, Carlos","Local"
"8923","7361879","06/25/2021 12:49:27","Impact of particulate matter (PM2.5) and children’s hospitalizations for respiratory diseases. a case cross-over study","Matus C, P., Oyarzún G, M. ","09 spatial scale","Sanchez, Luis","Local"
"8924","7361878","05/07/2021 12:22:28","Ammonia volatilization following dairy slurry application to a permanent grassland on a volcanic soil","Martínez-Lagos, J., Salazar, F., Alfaro, M.  et al.","09 spatial scale","Sanchez, Luis","Micro-scale"
"8925","7361877","06/03/2021 22:47:34","Integración de criterios de desempeños en el mejoramiento energético-ambiental de viviendas sociales existentes en Chile","Martínez, Paulina Wegertseder, Kelly, Maureen Trebilcock ","09 spatial scale","Manzano, Carlos","Local"
"8926","7361876","06/22/2021 20:44:32","Indoor and personal carbon monoxide exposure risk assessment in sample of apartment buildings in Santiago, Chile","Martínez, P. A., Caba, F. M., Alvarado, S. A.  et al.","09 spatial scale","Sanchez, Luis","Micro-scale"
"8927","7361875","06/15/2021 12:42:56","Indoor-outdoor concentrations of fine particulate matter in school building microenvironments near a mine tailing deposit","Martinez, L., Monsalve, S. M., Vasquez, K. Y.  et al.","09 spatial scale","Sanchez, Luis","Micro-scale"
"8928","7361874","06/17/2021 13:59:27","Volcanic ash modeling with the NMMB-MONARCH-ASH model: Quantification of offline modeling errors","Marti, A., Folch, A. ","09 spatial scale","Sanchez, Luis","Regional"
"8929","7361873","05/06/2021 18:57:16","Properties of particulate pollution in the port city of Valparaiso, Chile","Marín, J. C., Raga, G. B., Arévalo, J.  et al.","09 spatial scale","Sanchez, Luis","Local"
"8930","7361872","05/05/2021 17:57:26","Oxygenated polycyclic aromatic hydrocarbons in urban air particulate matter","María Del Rosario Sienra, M. ","09 spatial scale","Sanchez, Luis","Local"
"8931","7361871","04/28/2021 22:01:32","Emission factors of biogenic volatile organic compounds in various stages of growth present in the urban forest of the Metropolitan Region, Chile","Margarita, P., Karina, C., Johanna, M. ","09 spatial scale","Toro, Richard","Micro-scale"
"8932","7361870","06/05/2021 16:49:11","First annual register of allergenic pollen in Talca, Chile","Mardones, P., Grau, M., Araya, J.  et al.","09 spatial scale","Manzano, Carlos","Local"
"8933","7361869","05/05/2021 12:30:22","Tradable permit system for PM2.5 emissions from residential and industrial sources","Mardones, C., Sanhueza, L. ","09 spatial scale","Sanchez, Luis","Local"
"8934","7361867","06/20/2021 18:46:04","Health and economic benefits of reducing 10 mu m particulate matter (PM10) in Metropolitan Area of Concepcion, Chile","Mardones, C., Saavedra, A., Jimenez, J. ","09 spatial scale","Manzano, Carlos","Local"
"8935","7361866","05/26/2021 00:34:36","Effects of the internalization of the social cost of global and local air pollutants in Chile","Mardones, C., Mena, C. ","09 spatial scale","Sanchez, Luis","Regional"
"8936","7361865","06/02/2021 15:46:14","Economic, environmental and distributive analysis of the taxes to global and local air pollutants in Chile","Mardones, C., Mena, C. ","09 spatial scale","Sanchez, Luis","Regional"
"8937","7361864","06/30/2021 14:30:44","Cost-effective reduction of industrial emissions in the Metropolitan Concepcion, Chile: Natural gas vs end-of-pipes technologies","Mardones, C., Jiménez, J., Alegría, M. ","09 spatial scale","Toro, Richard","Regional"
"8938","7361863","05/09/2021 12:39:00","Alternatives for Reducing Fine Particulate Matter from Industrial Activities in Concepción Metropolitan Area, Chile","Mardones, C., Jimenez, J. ","09 spatial scale","Toro, Richard","Local"
"8939","7361862","06/02/2021 17:46:51","Correction of Chilean GDP for natural capital depreciation and environmental degradation caused by copper mining","Mardones, C., del Rio, R. ","09 spatial scale","Sanchez, Luis","Regional"
"8940","7361861","05/04/2021 22:02:18","Ex-post evaluation of environmental decontamination plans on air quality in Chilean cities","Mardones, C., Cornejo, N. ","09 spatial scale","Manzano, Carlos","Regional"
"8941","7361860","05/13/2021 23:14:31","Ex - post evaluation of a program to reduce critical episodes due to air pollution in southern Chile","Mardones, C., Cornejo, N. ","09 spatial scale","Manzano, Carlos","Local"
"8942","7361859","05/23/2021 13:30:08","Effectiveness of local air pollution and GHG taxes: The case of Chilean industrial sources","Mardones, C., Cabello, M. ","09 spatial scale","Manzano, Carlos","Regional"
"8943","7361858","06/02/2021 00:13:40","Short-and long-term ex post evaluation of community-based environmental initiatives in Chile","Mardones, C. ","09 spatial scale","Sanchez, Luis","Regional"
"8944","7361857","06/19/2021 18:05:40","Impacto de la percepción de la calidad del aire sobre el precio de las viviendas en Concepción-Talcahuano, Chile","Mardones, C. ","09 spatial scale","Manzano, Carlos","Local"
"8945","7361856","06/02/2021 17:04:33","Robust multivariate control charts based on Birnbaum–Saunders distributions","Marchant, C., Leiva, V., Cysneiros, F. J. A.  et al.","09 spatial scale","Manzano, Carlos","Local"
"8946","7361855","05/19/2021 23:29:49","Monitoring urban environmental pollution by bivariate control charts: New methodology and case study in Santiago, Chile","Marchant, C., Leiva, V., Christakos, G.  et al.","09 spatial scale","Sanchez, Luis","Micro-scale"
"8947","7361852","05/11/2021 21:12:17","Patterns of Personal Exposure to Urban Pollutants Using Personal Passive Samplers and GC × GC/ToF-MS","Manzano, C. A., Dodder, N. G., Hoh, E.  et al.","09 spatial scale","Sanchez, Luis","Local"
"8948","7361851","06/25/2021 13:07:27","Proinflammatory effects of air pollution in Santiago de Chile","Manuel Oyarzún, G., Nelson Dussaubat, D., Eugenia Miller, M. A.  et al.","09 spatial scale","Sanchez, Luis","Micro-scale"
"8949","7361850","05/13/2021 23:01:10","Polychlorinated biphenyls associated with fine particles (PM2.5) in the urban environment of Chile: Concentration levels, and sampling volatilization losses","Mandalakis, M., Stephanou, E. G. ","09 spatial scale","Manzano, Carlos","Regional"
"8950","7361849","06/02/2021 17:11:10","Changes in the prevalence of asthma and related risk factors in adolescents: Three surveys between 1994 and 2015","Mallol, J., Aguirre, V., Mallol-Simmonds, M.  et al.","09 spatial scale","Sanchez, Luis","Local"
"8951","7361847","06/03/2021 11:49:06","Vehicle restrictions in four latin American cities: Is congestion pricing possible?","Mahendra, A. ","09 spatial scale","Sanchez, Luis","Regional"
"8952","7361845","05/07/2021 16:03:14","Contributions of dioxins and furans to the urban sediment signature: The role of atmospheric particles","Loyola-Sepúlveda, R., Salamanca, M. O., Gutiérrez-Baeza, F.  et al.","09 spatial scale","Sanchez, Luis","Local"
"8953","7361844","07/23/2021 11:27:48","Synergetic aerosol layer observation after the 2015 Calbuco volcanic eruption event","Lopes, F. J. S., Silva, J. J., Marrero, J. C. A.  et al.","09 spatial scale","Toro, Richard","Regional"
"8954","7361842","04/26/2021 17:25:41","A study of water-soluble inorganic ions in size-segregated aerosols in atmospheric pollution episode","Leiva, M. A., Toro A., R., Morales, R. G. E.  et al.","09 spatial scale","Manzano, Carlos","Local"
"8955","7361841","05/10/2021 23:19:24","A five-year study of particulate matter (PM2.5) and cerebrovascular diseases","Leiva, M. A., Santibañez, D. A., Ibarra E, S.  et al.","09 spatial scale","Manzano, Carlos","Local"
"8956","7361839","06/29/2021 10:32:53","MODELACIÓN DE LA DISPERSIÓN DE ANHÍDRIDO SULFUROSO EN LA COMUNA DE LA COMUNA DE PUCHUNCAVÍ UTILIZANDO EL PROGRAMA ISC3","Lazo, Pamela, Curé, Michel, Gaete, Hernán ","09 spatial scale","Toro, Richard","Local"
"8957","7361838","06/03/2021 17:29:49","The value of air quality and crime in Chile: A hedonic wage approach","Lavín, F. V., Dresdner, J., Aguilar, R. ","09 spatial scale","Manzano, Carlos","Regional"
"8958","7361837","05/24/2021 18:44:26","Firewood certification programs: Key attributes and policy implications","Lavin, F. V., Barrientos, M., Castillo, A.  et al.","09 spatial scale","Sanchez, Luis","Local"
"8959","7361835","05/07/2021 00:58:49","Soccer games and record-breaking PM2.5 pollution events in Santiago, Chile","Lapere, R., Menut, L., Mailler, S.  et al.","09 spatial scale","Manzano, Carlos","Local"
"8960","7361834","06/10/2021 19:27:16","The 2017 mega-fires in central chile: Impacts on regional atmospheric composition and meteorology assessed from satellite data and chemistry-transport modeling","Lapere, R., Mailler, S., Menut, L. ","09 spatial scale","Manzano, Carlos","Regional"
"8961","7361833","05/12/2021 01:53:58","Model-simulated source contributions to PM2.5 in Santiago and the central region of Chile","Langner, J., Gidhagen, L., Bergström, R.  et al.","09 spatial scale","Manzano, Carlos","Local"
